0,2100,-243821.04,0,-226448.75,13334.72,1359662.5
500,1095.2967,-235168.95,0,-226108.09,48623.034,1359664.3
1000,1153.1633,-235137.22,0,-225597.66,49530.036,1359669.7
1500,1184.1843,-234807.34,0,-225011.15,51134.803,1359678.8
2000,1226.5797,-234515.63,0,-224368.73,52639.461,1359691.7
2500,1268.0936,-234171.12,0,-223680.79,54409.694,1359708.5
3000,1315.1705,-233832.96,0,-222953.18,56179.794,1359729.5
3500,1366.3238,-233495.06,0,-222192.12,58141.599,1359754.6
4000,1419.9978,-233148.09,0,-221401.13,59803.162,1359784.1
4500,1467.8422,-232728.26,0,-220585.51,62229.041,1359818
5000,1529.8657,-232405.45,0,-219749.6,63982.212,1359856.6
5500,1583.8147,-232001.01,0,-218898.87,65853.064,1359899.9
6000,1631.2287,-231532.92,0,-218038.55,68275.861,1359948.3
6500,1694.9923,-231197.21,0,-217175.35,70195.312,1360001.6
7000,1742.3603,-230729.51,0,-216315.8,72597.094,1360060.3
7500,1807.74,-230422.19,0,-215467.62,73940.143,1360124.3
8000,1861.2252,-230036.9,0,-214639.88,76044.161,1360193.9
8500,1917.0258,-229700.19,0,-213841.56,77845.529,1360269.1
9000,1967.2313,-229358.57,0,-213084.61,79537.762,1360350.2
9500,2013.9742,-229042.84,0,-212382.2,81084.839,1360437.1
10000,2047.3909,-228684.78,0,-211747.69,82830.15,1360530.2
10500,2090.2022,-228490.24,0,-211199,83891.679,1360629.3
11000,2122.2857,-228316.7,0,-210760.05,84496.561,1360734.7
11500,2137.1836,-228136.09,0,-210456.2,85543.17,1360846.4
12000,2136.7949,-227995.23,0,-210318.55,86365.306,1360964.4
12500,2147.7863,-228136.53,0,-210368.92,85410.803,1361088.6
13000,2127.3679,-228186.59,0,-210587.9,85357.666,1361219.2
13500,2103.8153,-228298.07,0,-210894.21,84679.593,1361355.9
14000,2083.1116,-228424.8,0,-211192.22,84210.248,1361498.7
