0,3500,-30477.63,0,-26858.798,22430.398
500,3555.5408,-27299.137,0,-23622.879,133706.5
1000,3451.4493,-27407.763,0,-23839.13,129727.6
1500,3529.1073,-27311.586,0,-23662.659,133946.81
2000,3482.4368,-27372.159,0,-23771.487,131107.74
2500,3559.4279,-27375.51,0,-23695.233,132783.42
3000,3466.0349,-27356.564,0,-23772.851,131385.1
3500,3537.14,-27388.863,0,-23731.63,132183.59
4000,3516.9005,-27364.012,0,-23727.706,132050.99
4500,3546.4248,-27373.472,0,-23706.639,131914.72
5000,3501.6642,-27392.176,0,-23771.624,131479.25
5500,3516.6484,-27324.086,0,-23688.041,133854.94
6000,3516.1906,-27395.434,0,-23759.862,131967.84
6500,3533.9335,-27348.441,0,-23694.524,131816.49
7000,3504.3309,-27380.742,0,-23757.433,130735.37
7500,3506.0173,-27424.786,0,-23799.733,129883.34
8000,3537.421,-27353.741,0,-23696.217,131720.43
8500,3504.358,-27353.488,0,-23730.15,132069.14
9000,3501.4227,-27373.817,0,-23753.514,131634.62
9500,3527.7594,-27382.182,0,-23734.648,131650.4
10000,3502.8333,-27317.038,0,-23695.277,133818.29
10500,3512.7725,-27325.884,0,-23693.846,132878.27
11000,3497.9535,-27361.74,0,-23745.024,132684.03
11500,3446.9194,-27359.862,0,-23795.913,132046.33
12000,3584.125,-27362.115,0,-23656.302,132473.28
12500,3478.325,-27350.737,0,-23754.316,132611.82
13000,3526.0657,-27382.632,0,-23736.85,132140.1
13500,3434.4315,-27300.221,0,-23749.184,133392.88
14000,3500.0138,-27359.868,0,-23741.022,131892.05
14500,3475.9213,-27373.55,0,-23779.615,132372.53
15000,3494.7486,-27360.102,0,-23746.7,132050.28
15500,3519.0594,-27386.104,0,-23747.565,131420.82
16000,3556.6476,-27380.569,0,-23703.167,130856.78
16500,3481.951,-27407.247,0,-23807.077,130377.08
17000,3519.3477,-27338.122,0,-23699.285,133169.93
17500,3484.564,-27323.122,0,-23720.25,132411.8
18000,3470.8968,-27333.675,0,-23744.934,133291.84
18500,3536.2093,-27371.286,0,-23715.015,131216.82
19000,3430.1111,-27389.317,0,-23842.748,130465.13
19500,3497.8389,-27367.846,0,-23751.249,132365.3
20000,3498.32,-27296.186,0,-23679.091,133748.32
20500,3496.8423,-27352.377,0,-23736.81,131814.98
21000,3502.9732,-27338.461,0,-23716.555,133241.65
21500,3473.8476,-27408.973,0,-23817.181,130679.21
