0,900,-30477.63,0,-29547.073,5535.6529
500,877.36578,-29567.916,0,-28660.762,40806.688
1000,916.68904,-29625.641,0,-28677.828,39397.128
1500,889.91717,-29617.804,0,-28697.672,39224.664
2000,895.95862,-29614.048,0,-28687.67,39603.68
2500,898.64155,-29617.289,0,-28688.136,39495.002
3000,892.09485,-29602.451,0,-28680.067,40351.737
3500,894.33381,-29605.641,0,-28680.942,39825.411
4000,905.3121,-29616.85,0,-28680.801,39550.508
4500,908.21256,-29604.999,0,-28665.951,40003.551
5000,892.20301,-29614.255,0,-28691.76,39470.191
5500,893.67523,-29603.982,0,-28679.964,40024.328
6000,914.02198,-29609.718,0,-28664.664,39960.653
6500,900.15281,-29613.15,0,-28682.435,39740.202
7000,892.14158,-29584.858,0,-28662.426,40697.95
7500,901.10167,-29608.376,0,-28676.68,39910.421
8000,908.5501,-29617.41,0,-28678.013,39577.012
8500,905.19509,-29608.805,0,-28672.877,39904.15
9000,898.48791,-29609.617,0,-28680.624,39663.631
9500,909.80097,-29608.06,0,-28667.369,40297.572
10000,899.57106,-29603.161,0,-28673.048,39979.223
10500,902.7619,-29604.402,0,-28670.99,39934.688
11000,882.73211,-29601.381,0,-28688.679,39984.793
11500,895.05615,-29610.17,0,-28684.725,39610.241
12000,905.82091,-29599.314,0,-28662.739,39965.341
12500,911.05611,-29616.864,0,-28674.876,39350.303
13000,895.84378,-29614.784,0,-28688.525,39863.197
13500,900.53616,-29617.931,0,-28686.82,39449.903
14000,909.48769,-29604.041,0,-28663.674,39840.466
14500,905.17914,-29599.683,0,-28663.772,40111.009
15000,910.04279,-29618.765,0,-28677.825,39574.195
15500,898.33813,-29599.972,0,-28671.134,40111.085
16000,902.52533,-29591.02,0,-28657.853,40394.295
16500,895.46666,-29606.872,0,-28681.003,39786.758
17000,877.84378,-29618.322,0,-28710.674,39471.334
17500,904.21367,-29619.709,0,-28684.796,39361.422
18000,911.91357,-29609.839,0,-28666.964,40316.617
18500,886.74507,-29613.549,0,-28696.698,39328.402
19000,898.13233,-29613.885,0,-28685.259,39546.335
19500,899.26734,-29599.385,0,-28669.585,40192.852
20000,897.981,-29600.489,0,-28672.02,39916.251
20500,876.81636,-29613.054,0,-28706.468,39394.441
21000,898.41768,-29605.024,0,-28676.103,40069.236
21500,895.11082,-29615.366,0,-28689.864,39689.402
22000,905.8096,-29610.472,0,-28673.909,39833.154
22500,900.16267,-29596.791,0,-28666.066,40129.788
23000,894.86785,-29617.772,0,-28692.521,39245.808
23500,905.7103,-29601.029,0,-28664.568,40117.685
