0,2300,-30477.63,0,-28099.54,14632.823
500,2334.0356,-28324.332,0,-25911.051,93939.981
1000,2253.528,-28416.223,0,-26086.184,91362.358
1500,2314.8489,-28371.697,0,-25978.255,92238.883
2000,2312.7641,-28385.054,0,-25993.767,91448.908
2500,2274.9654,-28367.556,0,-26015.351,92223.289
3000,2267.9596,-28380.578,0,-26035.617,91301.625
3500,2270.8437,-28361.911,0,-26013.968,92538.024
4000,2275.7242,-28346.69,0,-25993.7,92399.675
4500,2316.5653,-28371.97,0,-25976.753,91906.181
5000,2306.6463,-28393.839,0,-26008.878,91601.127
5500,2288.1016,-28400.557,0,-26034.77,91099.827
6000,2325.8065,-28374.694,0,-25969.922,91863.237
6500,2335.0591,-28378.551,0,-25964.212,91975.36
7000,2306.8698,-28373.04,0,-25987.848,91415.674
7500,2272.5605,-28381.66,0,-26031.942,91652.34
8000,2308.288,-28386.916,0,-26000.257,91382.069
8500,2281.7624,-28350.654,0,-25991.422,93082.355
9000,2285.2879,-28360.576,0,-25997.698,92603.272
9500,2275.7146,-28384.186,0,-26031.207,91956.226
10000,2308.2026,-28372.547,0,-25985.977,92460.618
10500,2318.7875,-28351.546,0,-25954.031,93249.118
11000,2315.7109,-28397.77,0,-26003.436,90873.99
11500,2276.2723,-28378.153,0,-26024.597,91891.851
12000,2385.5075,-28347.613,0,-25881.114,93766.566
12500,2298.6001,-28399.512,0,-26022.87,91237.409
13000,2297.6345,-28351.414,0,-25975.771,93224.31
13500,2312.6281,-28386.576,0,-25995.43,91622.661
14000,2283.1875,-28408.064,0,-26047.358,91179.268
14500,2275.498,-28340.962,0,-25988.207,92706.943
15000,2291.7369,-28391.662,0,-26022.116,91075.866
15500,2335.3458,-28394.351,0,-25979.716,90849.04
16000,2297.0826,-28379.555,0,-26004.482,91683.377
16500,2322.1176,-28370.72,0,-25969.762,92052.076
17000,2274.6691,-28349.719,0,-25997.821,92251.492
17500,2249.4337,-28390.331,0,-26064.525,91496.923
18000,2300.2898,-28378.066,0,-25999.677,91839.343
18500,2274.8973,-28400.192,0,-26048.058,91050.858
19000,2314.1042,-28384.207,0,-25991.534,91631.916
19500,2313.5441,-28358.92,0,-25966.827,92871.428
20000,2286.7262,-28399.821,0,-26035.456,91683.06
20500,2293.4028,-28337.624,0,-25966.356,93270.604
21000,2284.4525,-28322.029,0,-25960.015,93676.549
21500,2301.5061,-28359.066,0,-25979.419,92293.51
22000,2324.9576,-28396.445,0,-25992.55,91036.053
22500,2270.0642,-28357.356,0,-26010.219,92308.268
23000,2302.1642,-28355.913,0,-25975.586,92795.573
23500,2316.1053,-28389.541,0,-25994.8,91638.333
24000,2318.9313,-28365.061,0,-25967.397,92420.133
24500,2349.3202,-28368.913,0,-25939.829,92615.942
25000,2297.4122,-28419.485,0,-26044.071,90036.683
25500,2316.3544,-28369.442,0,-25974.443,92432.314
26000,2301.137,-28390.501,0,-26011.236,91081.182
26500,2321.1166,-28375.562,0,-25975.639,91718.404
27000,2294.6821,-28359.054,0,-25986.463,92524.033
27500,2329.3308,-28377.739,0,-25969.323,92090.327
