LAMMPS (2 Aug 2023)
Lattice spacing in x,y,z = 5.5392 5.5392 5.5392
Created orthogonal box = (0 0 0) to (110.784 110.784 110.784)
  1 by 2 by 2 MPI processor grid
Created 64000 atoms
  using lattice units in orthogonal box = (0 0 0) to (110.784 110.784 110.784)
  create_atoms CPU = 0.003 seconds
32000 atoms in group Ba
32000 atoms in group O
WARNING: 23463 of 50000 force values in table Vash_11 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_11 to re-computed values (../pair_table.cpp:474)
WARNING: 23576 of 50000 force values in table Vash_12 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_12 to re-computed values (../pair_table.cpp:474)
WARNING: 23794 of 50000 force values in table Vash_22 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_22 to re-computed values (../pair_table.cpp:474)
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 8 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 11
  ghost atom cutoff = 11
  binsize = 5.5, bins = 21 21 21
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair table, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 16.41 | 16.41 | 16.41 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press          Volume    
    111500   2487.977      -225811.54      0             -205229.7       79559.272      1405454.6    
    112000   2504.0365     -225879.77      0             -205165.07      79498.659      1405646.5    
    112500   2503.345      -225786.79      0             -205077.82      79699.223      1405838.1    
    113000   2503.4887     -225703.47      0             -204993.31      80045.764      1406029.4    
    113500   2498.9582     -225605.95      0             -204933.27      79919.928      1406220.5    
    114000   2507.4795     -225657.05      0             -204913.87      80248.856      1406411.3    
    114500   2505.2306     -225665.16      0             -204940.59      79582.13       1406601.8    
    115000   2496.6961     -225659.9       0             -205005.94      79832.944      1406792.2    
    115500   2499.2917     -225764.52      0             -205089.08      79304.834      1406982.3    
    116000   2498.4684     -225837.29      0             -205168.66      78847.498      1407172.2    
    116500   2488.2702     -225806.97      0             -205222.71      78770.506      1407361.8    
    117000   2489.0201     -225829.01      0             -205238.54      78696.156      1407551.1    
    117500   2492.1102     -225827.59      0             -205211.56      78701.914      1407740.2    
    118000   2492.1403     -225765.29      0             -205149.01      78990.516      1407929.1    
    118500   2501.7722     -225760.96      0             -205065         79120.267      1408117.7    
    119000   2502.3374     -225685.34      0             -204984.71      79107.488      1408306.2    
    119500   2506.382      -225661.7       0             -204927.6       79054.523      1408494.4    
    120000   2520.3519     -225762         0             -204912.33      78942.4        1408682.4    
    120500   2506.3337     -225673.73      0             -204940.03      78888.917      1408870.3    
    121000   2498.9537     -225677.92      0             -205005.28      78444.281      1409058      
    121500   2493.1238     -225713.15      0             -205088.73      78572.939      1409245.5    
    122000   2490.5308     -225770.3       0             -205167.33      78212.179      1409432.8    
    122500   2493.4735     -225844.82      0             -205217.51      77922.995      1409619.9    
    123000   2498.007      -225894.52      0             -205229.7       77700.031      1409806.7    
    123500   2489.3904     -225793.21      0             -205199.68      77851.285      1409993.4    
    124000   2498.7        -225805.6       0             -205135.05      77945.699      1410179.9    
    124500   2501.5301     -225747.57      0             -205053.61      78086.123      1410366.2    
    125000   2504.8182     -225699.2       0             -204978.05      78227.84       1410552.3    
    125500   2512.2069     -225710.6       0             -204928.32      78305.369      1410738.2    
    126000   2506.564      -225652.11      0             -204916.51      78285.413      1410924      
    126500   2505.8834     -225676.32      0             -204946.35      77798.784      1411109.7    
    127000   2505.0794     -225733.25      0             -205009.93      77917.834      1411295.2    
    127500   2493.1944     -225713.63      0             -205088.63      77886.383      1411480.5    
    128000   2494.5851     -225797.94      0             -205161.44      77269.618      1411665.7    
    128500   2491.7498     -225819.73      0             -205206.68      77084.48       1411850.7    
    129000   2484.1153     -225765.82      0             -205215.93      77365.547      1412035.5    
    129500   2498.287      -225853.92      0             -205186.79      76903.524      1412220.2    
    130000   2493.2451     -225750.61      0             -205125.19      77038.889      1412404.6    
    130500   2504.587      -225768.69      0             -205049.45      77090.48       1412588.9    
    131000   2510.5373     -225749.08      0             -204980.61      77332.352      1412773      
    131500   2499.8986     -225617.32      0             -204936.86      77619.227      1412957      
    132000   2501.8983     -225624.52      0             -204927.52      77563.908      1413140.9    
    132500   2509.275      -225713.46      0             -204955.43      77121.152      1413324.6    
    133000   2510.714      -225781.66      0             -205011.73      76687.502      1413508.2    
    133500   2496.4837     -225734.17      0             -205081.95      76864.889      1413691.6    
    134000   2498.5277     -225815.76      0             -205146.64      76423.502      1413874.9    
    134500   2489.886      -225786.15      0             -205188.52      76425.241      1414058      
    135000   2497.632      -225856.32      0             -205194.61      76150.909      1414240.9    
    135500   2497.1831     -225823.1       0             -205165.1       76091.842      1414423.7    
    136000   2493.971      -225739.6       0             -205108.18      76141.511      1414606.3    
    136500   2495.7378     -225683.9       0             -205037.86      76513.166      1414788.7    
    137000   2511.0972     -225746.56      0             -204973.46      76400.149      1414971      
    137500   2511.163      -225705.72      0             -204932.07      76604.507      1415153.2    
    138000   2506.9374     -225663.91      0             -204925.22      76572.694      1415335.2    
    138500   2505.3386     -225679.93      0             -204954.46      76405.382      1415517.1    
    139000   2509.4861     -225771.47      0             -205011.7       75976.348      1415698.9    
    139500   2494.9133     -225719.3       0             -205080.08      76074.127      1415880.6    
    140000   2493.3375     -225767.52      0             -205141.34      75741.683      1416062.1    
    140500   2492.5124     -225798.53      0             -205179.17      75621.856      1416243.4    
    141000   2492.3657     -225801.2       0             -205183.06      75311.002      1416424.6    
    141500   2493.8944     -225784.98      0             -205154.18      75346.15       1416605.6    
    142000   2504.8417     -225820.97      0             -205099.62      75228.623      1416786.4    
    142500   2494.9241     -225673.69      0             -205034.38      75846.343      1416967.1    
    143000   2510.8668     -225744.73      0             -204973.54      75335.243      1417147.7    
    143500   2505.7563     -225662.48      0             -204933.56      75826.46       1417328.2    
    144000   2507.8435     -225670.04      0             -204923.85      75912.828      1417508.5    
    144500   2499.5707     -225626.89      0             -204949.14      75792.276      1417688.7    
    145000   2510.0932     -225766.98      0             -205002.18      75456.196      1417868.8    
    145500   2505.3942     -225793.88      0             -205067.95      75144.89       1418048.7    
    146000   2499.1341     -225804.84      0             -205130.7       74896.459      1418228.5    
    146500   2484.9942     -225727.84      0             -205170.68      75142.582      1418408.2    
    147000   2490.2805     -225779.91      0             -205179.02      75011.945      1418587.7    
    147500   2492.9314     -225771.6       0             -205148.78      75067.703      1418767.1    
