LAMMPS (2 Aug 2023)
Lattice spacing in x,y,z = 5.5392 5.5392 5.5392
Created orthogonal box = (0 0 0) to (110.784 110.784 110.784)
  1 by 2 by 2 MPI processor grid
Created 64000 atoms
  using lattice units in orthogonal box = (0 0 0) to (110.784 110.784 110.784)
  create_atoms CPU = 0.004 seconds
32000 atoms in group Ba
32000 atoms in group O
WARNING: 23463 of 50000 force values in table Vash_11 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_11 to re-computed values (../pair_table.cpp:474)
WARNING: 23576 of 50000 force values in table Vash_12 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_12 to re-computed values (../pair_table.cpp:474)
WARNING: 23794 of 50000 force values in table Vash_22 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_22 to re-computed values (../pair_table.cpp:474)
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 8 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 11
  ghost atom cutoff = 11
  binsize = 5.5, bins = 21 21 21
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair table, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 16.41 | 16.41 | 16.41 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press          Volume    
     31500   2303.1447     -227042.97      0             -207990.16      87585.099      1369380.4    
     32000   2291.8977     -227108.65      0             -208148.88      86964.925      1369651.5    
     32500   2296.841      -227273.17      0             -208272.5       86502.449      1369922.4    
     33000   2274.5099     -227146.91      0             -208330.98      86733.142      1370193      
     33500   2282.8798     -227194.35      0             -208309.18      86696.263      1370463.1    
     34000   2286.1397     -227126.46      0             -208214.32      86468.918      1370732.5    
     34500   2302.5308     -227120.84      0             -208073.11      86711.845      1371001.1    
     35000   2304.898      -226991.56      0             -207924.25      87123.12       1371268.7    
     35500   2309.4122     -226912.76      0             -207808.1       87415.152      1371535.3    
     36000   2316.3983     -226916.41      0             -207753.95      87159.663      1371800.7    
     36500   2316.2462     -226936.4       0             -207775.21      86959.831      1372064.8    
     37000   2306.8486     -226949.47      0             -207866.01      87062.73       1372327.6    
     37500   2300.2901     -227031.07      0             -208001.87      86396.365      1372589      
     38000   2292.9694     -227114.04      0             -208145.4       85907.232      1372848.8    
     38500   2280.653      -227125.66      0             -208258.91      85818.77       1373107      
     39000   2291.6543     -227270.86      0             -208313.11      85099.343      1373363.5    
     39500   2278.1374     -227141.61      0             -208295.68      85330.448      1373618.3    
     40000   2289.0495     -227147.04      0             -208210.83      85111.113      1373871.4    
     40500   2293.1171     -227052.88      0             -208083.02      85681.545      1374122.7    
     41000   2303.9491     -227007.6       0             -207948.14      85437.225      1374372.4    
     41500   2314.9496     -226992.81      0             -207842.35      85744.597      1374620.4    
     42000   2322.2411     -227004.69      0             -207793.9       85611.705      1374866.8    
     42500   2311.7689     -226941.03      0             -207816.88      85884.058      1375111.6    
     43000   2309.8031     -227010.65      0             -207902.76      85436.392      1375354.9    
     43500   2304.8732     -227095.9       0             -208028.79      84997.611      1375596.7    
     44000   2301.6628     -227199.79      0             -208159.24      84416.177      1375837      
     44500   2288.7966     -227195.08      0             -208260.96      84146.168      1376075.8    
     45000   2285.9407     -227216.59      0             -208306.1       84063.623      1376313.3    
     45500   2282.9747     -227170.88      0             -208284.92      84101.92       1376549.5    
     46000   2291.2268     -227158.4       0             -208204.18      84230.947      1376784.5    
     46500   2292.6864     -227052.76      0             -208086.47      84548.495      1377018.3    
     47000   2299.0426     -226982.7       0             -207963.82      85024.982      1377251.1    
     47500   2301.5259     -226908.95      0             -207869.53      84794.949      1377482.9    
     48000   2311.9858     -226953.32      0             -207827.37      84657.409      1377713.9    
     48500   2323.7365     -227072.65      0             -207849.5       84260.26       1377944.1    
     49000   2306.1865     -227004.65      0             -207926.67      84290.451      1378173.6    
     49500   2301.1906     -227076.32      0             -208039.67      83878.15       1378402.5    
     50000   2283.7325     -227048.9       0             -208156.68      83576.417      1378630.8    
     50500   2293.451      -227219.64      0             -208247.02      82829.896      1378858.6    
     51000   2289.0462     -227222.85      0             -208286.67      82856.269      1379086      
     51500   2285.1618     -227170.16      0             -208266.11      83025.084      1379313      
     52000   2293.8013     -227165.85      0             -208190.33      82873.119      1379539.8    
     52500   2294.6162     -227065.35      0             -208083.09      83252.939      1379766.3    
     53000   2305.3137     -227045.01      0             -207974.25      83338.091      1379992.6    
     53500   2305.716      -226965.75      0             -207891.67      83675.964      1380218.9    
     54000   2316.0521     -227017.38      0             -207857.79      83397.102      1380445.3    
     54500   2308.8307     -226981.15      0             -207881.3       83239.165      1380671.6    
     55000   2305.5065     -227026.92      0             -207954.57      82856.852      1380898.2    
     55500   2299.1642     -227079.55      0             -208059.67      82658.8        1381124.8    
     56000   2295.4263     -227155.59      0             -208166.63      82524.09       1381351.6    
     56500   2280.2334     -227109.31      0             -208246.03      82427.058      1381578.7    
     57000   2287.8105     -227205.69      0             -208279.73      81912.773      1381805.9    
     57500   2291.3955     -227213.53      0             -208257.92      81848.679      1382033.4    
     58000   2295.8206     -227179.19      0             -208186.97      81628.222      1382261.1    
     58500   2299.5581     -227108.58      0             -208085.44      81767.326      1382489.2    
     59000   2307.0785     -227068.08      0             -207982.73      82016.759      1382717.6    
     59500   2309.2784     -227006.87      0             -207903.31      82332.674      1382946.4    
     60000   2311.613      -226991.17      0             -207868.3       82053.53       1383175.6    
     60500   2308.1425     -226983.95      0             -207889.79      82125.372      1383405.2    
     61000   2299.759      -226986.91      0             -207962.11      81867.06       1383635.2    
     61500   2298.106      -227075.24      0             -208064.11      81484.882      1383865.7    
     62000   2296.8238     -227167.01      0             -208166.49      80881.065      1384096.5    
     62500   2280.6611     -227109.24      0             -208242.42      80873.981      1384327.6    
     63000   2287.41       -227195.64      0             -208273         80388.332      1384559.1    
     63500   2289.0069     -227188.02      0             -208252.17      80833.562      1384791      
     64000   2299.2767     -227205.71      0             -208184.89      80443.605      1385023.1    
     64500   2298.7805     -227106.36      0             -208089.65      80845.53       1385255.6    
     65000   2299.0399     -227011.2       0             -207992.34      81293.258      1385488.4    
     65500   2313.307      -227055.92      0             -207919.04      81044.769      1385721.5    
     66000   2310.5326     -227003.39      0             -207889.46      81103.607      1385954.9    
     66500   2317.6528     -227084.15      0             -207911.32      80607.782      1386188.6    
     67000   2317.2064     -227148.78      0             -207979.65      80474.965      1386422.6    
     67500   2296.2903     -227071.22      0             -208075.12      80995.463      1386656.7    
     68000   2293.7306     -227146.09      0             -208171.16      80130.916      1386891      
     68500   2291.7356     -227201.17      0             -208242.74      79828.814      1387125.4    
     69000   2283.1993     -227157.84      0             -208270.02      79785.877      1387359.9    
     69500   2285.5211     -227153.65      0             -208246.63      79678.44       1387594.4    
     70000   2288.8509     -227112.82      0             -208178.25      79717.476      1387829      
     70500   2305.8116     -227159.22      0             -208084.35      79485.425      1388063.5    
     71000   2312.3574     -227119.81      0             -207990.79      79674.613      1388298      
     71500   2310.6986     -227036.58      0             -207921.28      79853.213      1388532.5    
     72000   2317.197      -227065.24      0             -207896.18      79664.891      1388766.9    
     72500   2310.5511     -227036.98      0             -207922.9       79718.039      1389001.1    
     73000   2306.049      -227069.19      0             -207992.36      79671.432      1389235.3    
     73500   2298.5336     -227100.15      0             -208085.48      79109.742      1389469.2    
     74000   2293.8039     -227151.97      0             -208176.43      79115.136      1389702.9    
     74500   2285.7534     -227149.36      0             -208240.42      78717.925      1389936.3    
     75000   2289.631      -227204.13      0             -208263.11      78602.244      1390169.4    
     75500   2297.668      -227243.83      0             -208236.33      78035.144      1390402.1    
     76000   2294.859      -227153.41      0             -208169.15      78660.903      1390634.4    
     76500   2303.0592     -227129.65      0             -208077.55      78590.491      1390866.3    
     77000   2310.6341     -227103.48      0             -207988.71      78720.389      1391097.8    
     77500   2308.342      -227021.78      0             -207925.98      79237.162      1391328.8    
     78000   2315.9136     -227063.95      0             -207905.51      78790.898      1391559.4    
     78500   2306.0851     -227009.43      0             -207932.3       78884.018      1391789.4    
     79000   2307.3871     -227086.81      0             -207998.9       78530.501      1392019      
     79500   2286.8162     -227005.79      0             -208088.06      78627.99       1392248      
     80000   2290.0665     -227119.47      0             -208174.85      78028.32       1392476.5    
     80500   2293.4297     -227208.25      0             -208235.8       77487.312      1392704.3    
     81000   2284.1628     -227152.4       0             -208256.62      77594.011      1392931.4    
     81500   2283.6475     -227121.81      0             -208230.29      77462.833      1393157.9    
     82000   2300.5685     -227196.54      0             -208165.04      77634.571      1393383.7    
     82500   2301.5119     -227118.55      0             -208079.25      77796.377      1393608.8    
     83000   2299.8414     -227020.77      0             -207995.28      77848.879      1393833.3    
     83500   2302.8273     -226984.97      0             -207934.78      77821.57       1394057      
     84000   2307.2394     -227002.14      0             -207915.46      77729.681      1394280      
     84500   2301.5607     -226978.96      0             -207939.25      77775.494      1394502.4    
     85000   2304.229      -227063.48      0             -208001.7       77514.744      1394724      
     85500   2294.9724     -227069.9       0             -208084.69      77202.422      1394944.9    
     86000   2291.881      -227125.26      0             -208165.63      76751.362      1395165.1    
     86500   2288.5075     -227156.61      0             -208224.88      76780.271      1395384.5    
     87000   2292.6557     -227212.94      0             -208246.9       76268.266      1395603.2    
     87500   2286.7796     -227141.14      0             -208223.71      76508.063      1395821      
     88000   2293.5182     -227134.83      0             -208161.65      76374.235      1396038.1    
     88500   2296.291      -227074.33      0             -208078.22      76901.911      1396254.4    
     89000   2301.876      -227037.03      0             -207994.71      76686.507      1396470      
     89500   2309.7012     -227040.15      0             -207933.1       76857.091      1396684.9    
     90000   2311.8626     -227037.78      0             -207912.85      76663.638      1396899      
     90500   2303.0901     -226988.17      0             -207935.81      76756.849      1397112.5    
     91000   2312.2559     -227125.1       0             -207996.92      75938.805      1397325.2    
